,PoS,Token
5347,NOUN,赔偿
5348,PUNCT,。
5349,PRON,我
5350,VERB,呼吁
5351,DET,所有
5352,PART,的
5353,NOUN,家长
5354,VERB,要求
5355,PRON,他们
5356,PART,的
5357,NOUN,孩子
5358,VERB,留在
5359,NOUN,家里
5360,PUNCT,”
5361,PUNCT,。
5362,NOUN,摩尔多瓦
5363,PROPN,民主党
5364,VERB,期待
5365,NOUN,未来
5366,PUNCT,。
5367,ADP,当
5368,PRON,我们
5369,VERB,吃
5370,DET,这个
5371,NOUN,城市
5372,PART,的
5373,NOUN,时候
5374,PUNCT,，
5375,PRON,我们
5376,ADV,正在
5377,ADP,用
5378,NOUN,欲望
5379,VERB,去
5380,VERB,品尝
5381,DET,这个
5382,NOUN,城市
5383,PUNCT,，
5384,ADV,但
5385,ADV,与此同时
5386,PUNCT,，
5387,PRON,我们
5388,ADV,正在
5389,VERB,摧毁
5390,NOUN,城市
5391,CCONJ,并
5392,X,将
5393,PRON,其
5394,VERB,变成
5395,NOUN,废墟
5396,PUNCT,。
5397,PRON,我
5398,VERB,拥有
5399,PART,的
5400,ADJ,唯一
5401,NOUN,朋友
5402,VERB,是
5403,NOUN,玛丽
5404,PUNCT,，
5405,PRON,我
5406,ADV,不
5407,VERB,想要
5408,DET,其他
5409,DET,任何
5410,NOUN,人
5411,PRON,它
5412,ADV,看起来
5413,ADV,并不
5414,ADP,像
5415,NUM,大部份
5416,DET,其他
5417,NOUN,个人
5418,NOUN,电脑
5419,PUNCT,。
5420,NOUN,警方
5421,VERB,说
5422,PUNCT,，
5423,ADV,一个
5424,NOUN,动物
5425,VERB,引爆
5426,NOUN,地雷
5427,PUNCT,。
5428,SCONJ,如果
5429,VERB,达到
5430,DET,这
5431,NUM,两
5432,NUM,个
5433,NOUN,数字
5434,PART,中
5435,PART,的
5436,PART,一个
5437,PUNCT,，
5438,PROPN,奥地利
5439,ADV,将
5440,VERB,关闭
5441,NOUN,边界
5442,PUNCT,。
5443,NUM,253
5444,NOUN,室
5445,NOUN,今天
5446,VERB,是
5447,DET,一个
5448,VERB,纪念
5449,PART,的
5450,NOUN,地方
5451,PUNCT,。
5452,NUM,第5
5453,NUM,座
5454,NOUN,城市
5455,VERB,是
5456,PROPN,加沙
5457,PUNCT,。
5458,PROPN,罗伯茨
5459,NOUN,法院
5460,PART,的
5461,DET,所有
5462,NOUN,成员
5463,ADV,都
5464,VERB,接受
5465,PART,了
5466,NOUN,旅行
5467,CCONJ,或
5468,NOUN,礼物
5469,PUNCT,。
5470,VERB,让
5471,NUM,两
5472,NOUN,国
5473,VERB,争先恐后
5474,PART,地
5475,VERB,看看
5476,PRON,谁
5477,ADV,将
5478,ADV,首先
5479,VERB,消除
5480,NOUN,贫困
5481,PUNCT,。
5482,ADV,因此
5483,NUM,一
5484,NUM,周
5485,PART,后
5486,PUNCT,，
5487,PROPN,塞浦路斯
5488,NOUN,共和国
5489,VERB,带
5490,PART,着
5491,PRON,自身
5492,ADV,未
5493,VERB,解决
5494,PART,的
5495,NOUN,政治
5496,NOUN,问题
5497,VERB,加入
5498,PART,了
5499,PROPN,欧盟
5500,PUNCT,。
5501,PROPN,忠实于
5502,PRON,自己
5503,PART,的
5504,NOUN,主人
5505,CCONJ,和
5506,NOUN,军事
5507,NOUN,命令
5508,PUNCT,。
5509,NOUN,教练
5510,VERB,会
5511,VERB,说
5512,CCONJ,或
5513,VERB,做
5514,DET,任何
5515,NOUN,事情
5516,PUNCT,，
5517,ADP,除了
5518,ADV,不
5519,VERB,可以
5520,VERB,离开
5521,NOUN,椅子
5522,PUNCT,。
5523,PRON,它
5524,ADP,与
5525,ADJ,现有
5526,PART,的
5527,PROPN,SNEB
5528,NOUN,系统
5529,PART,所
5530,VERB,兼容
5531,PUNCT,。
5532,ADP,通过
5533,DET,这
5534,NUM,一
5535,NOUN,努力
5536,PUNCT,，
5537,PRON,他
5538,ADV,也
5539,VERB,试图
5540,ADP,在
5541,PROPN,日本
5542,VERB,建立
5543,NUM,一个
5544,NOUN,原创
5545,CCONJ,和
5546,VERB,可持续
5547,PART,的
5548,NOUN,艺术
5549,NOUN,市场
5550,PUNCT,。
5551,PRON,他
5552,ADV,特别
5553,VERB,反对
5554,PUNCT,《
5555,PROPN,里斯本
5556,NOUN,条约
5557,PUNCT,》
5558,PART,中
5559,PART,的
5560,NOUN,防卫
5561,NOUN,规定
5562,PUNCT,。
5563,VERB,让
5564,PRON,我们
5565,VERB,盼望
5566,PUNCT,，
5567,PRON,你们
5568,PART,之后
5569,VERB,能够
5570,ADP,在
5571,PROPN,欧洲
5572,PART,的
5573,NOUN,中央
5574,VERB,创造
5575,ADV,一个
5576,NOUN,人数
5577,VERB,超过
5578,PART,了
5579,PRON,你们
5580,DET,那
5581,NUM,五千万
5582,NOUN,人
5583,PART,的
5584,ADJ,统一
5585,PART,的
5586,NOUN,国家
5587,PUNCT,。
5588,PRON,我们
5589,DET,其余
5590,PART,的
5591,NOUN,所有人
5592,ADV,都会
5593,VERB,热切
5594,PART,而
5595,VERB,愉悦
5596,PART,地
5597,VERB,追随
5598,PRON,你们
5599,PART,的
5600,PUNCT,。
5601,NOUN,1868年
5602,VERB,是
5603,DET,一个
5604,ADJ,不同
5605,PART,的
5606,NOUN,故事
5607,PUNCT,。
5608,ADV,渐渐
5609,PART,地
5610,PUNCT,，
5611,ADJ,各国
5612,NOUN,政府
5613,VERB,开始
5614,VERB,无视
5615,PRON,他们
5616,ADP,在
5617,PUNCT,《
5618,PROPN,日内瓦
5619,NOUN,公约
5620,PUNCT,》
5621,CCONJ,及
5622,DET,其他
5623,NOUN,条约
5624,PART,中
5625,VERB,做出
5626,PART,的
5627,NOUN,承诺
5628,PUNCT,。
5629,PRON,我
5630,VERB,让
5631,PRON,我
5632,PART,的
5633,NOUN,部队
5634,ADP,为了
5635,PRON,他们
5636,PRON,自己
5637,VERB,执行
5638,NOUN,总统
5639,PART,的
5640,ADJ,最后
5641,NOUN,命令
5642,PUNCT,：
5643,PRON,我
5644,VERB,没有
5645,DET,其他
5646,ADV,多
5647,VERB,说
5648,PART,的
5649,PUNCT,。
5650,PRON,我
5651,ADV,不
5652,VERB,想
5653,VERB,出于
5654,ADP,对
5655,NOUN,惩罚
5656,PART,的
5657,NOUN,恐惧
5658,CCONJ,或
5659,NOUN,福报
5660,PART,的
5661,NOUN,允诺
5662,PUNCT,，
5663,ADV,而
5664,VERB,想
5665,ADV,单纯
5666,ADP,因
5667,ADP,对
5668,VERB,真主
5669,PART,的
5670,NOUN,敬爱
5671,PART,而
5672,VERB,祈祷
5673,PUNCT,。
5674,NUM,大多数
5675,VERB,失败
5676,PART,的
5677,NOUN,项目
5678,ADV,未能
5679,VERB,达到
5680,PRON,他们
5681,PART,的
5682,NOUN,目标
5683,PART,的
5684,NUM,20％
5685,PUNCT,，
5686,ADV,而且
5687,DET,这
5688,NUM,一
5689,NOUN,趋势
5690,VERB,适用于
5691,DET,所有
5692,PART,的
5693,NOUN,类别
5694,PUNCT,。
5695,ADV,绝不
5696,VERB,要
5697,VERB,卖掉
5698,PRON,你
5699,NOUN,父亲
5700,ADP,和
5701,PRON,你
5702,NOUN,母亲
5703,PART,的
5704,NOUN,尸骨
5705,PUNCT,。
5706,PROPN,美国
5707,NUM,第一
5708,NUM,个
5709,PUNCT,“
5710,ADJ,独立
5711,PART,的
5712,PUNCT,”
5713,NOUN,空中
5714,NOUN,安全
5715,NOUN,委员会
5716,VERB,成立
5717,ADP,于
5718,NOUN,1938年
5719,PUNCT,：
5720,PRON,它
5721,ADV,只
5722,VERB,持续
5723,PART,了
5724,NUM,十四
5725,NUM,个
5726,NOUN,月
5727,PUNCT,。
5728,NUM,第一
5729,NUM,个
5730,NOUN,牧师
5731,ADP,在
5732,NOUN,4月
5733,ADP,从
5734,PROPN,希腊
5735,VERB,到达
5736,PUNCT,。
5737,PRON,我
5738,NOUN,一生
5739,ADV,都
5740,VERB,扮演
5741,PART,过
5742,NOUN,男孩
5743,CCONJ,和
5744,NOUN,女孩
5745,PUNCT,。
5746,PRON,你
5747,VERB,可以
5748,VERB,杀死
5749,PRON,他们
5750,PUNCT,，
5751,PRON,他们
5752,ADV,只是
5753,VERB,雇佣兵
5754,PUNCT,。
5755,NOUN,非洲人
5756,ADV,不
5757,VERB,值得
5758,ADP,为
5759,NOUN,这一切
5760,VERB,痛苦
5761,PUNCT,。
5762,PRON,他
5763,ADV,甚至
5764,VERB,宣称
5765,PUNCT,：
5766,PUNCT,“
5767,PRON,我们
5768,ADP,在
5769,PRON,这里
5770,ADP,比
5771,ADP,在
5772,DET,那
5773,NUM,条
5774,ADJ,小
5775,NOUN,船上
5776,ADV,更
5777,VERB,安全
5778,PUNCT,”
5779,PUNCT,。
5780,ADV,然而
5781,PRON,他
5782,ADV,很快
5783,VERB,改变
5784,NOUN,想法
5785,CCONJ,并
5786,VERB,追从
5787,PROPN,肯尼迪
5788,PART,的
5789,NOUN,政策
5790,PUNCT,。
5791,VERB,告诉
5792,PRON,他
5793,PUNCT,，
5794,ADV,不要
5795,VERB,等到
5796,NOUN,选举
5797,NOUN,时候
5798,PUNCT,。
5799,PROPN,美国
5800,NOUN,情报
5801,NOUN,机构
5802,ADV,一直
5803,VERB,低估
5804,PART,了
5805,DET,这些
5806,ADV,日益
5807,VERB,增长
5808,PART,的
5809,NOUN,威胁
5810,PUNCT,。
5811,PROPN,哈曼
5812,NOUN,在王
5813,CCONJ,和
5814,NOUN,王后
5815,NOUN,面前
5816,ADV,就
5817,ADV,甚
5818,VERB,惊惶
5819,PUNCT,。
5820,ADV,与此同时
5821,PUNCT,，
5822,PROPN,欧盟
5823,NOUN,移民
5824,NOUN,专员
5825,VERB,警告
5826,VERB,说
5827,PUNCT,，
5828,PROPN,欧盟
5829,PART,的
5830,NOUN,移民
5831,NOUN,制度
5832,VERB,可能
5833,ADP,在
5834,NUM,数
5835,NUM,周
5836,PART,内
5837,PUNCT,“
5838,ADV,完全
5839,VERB,崩溃
5840,PUNCT,”
5841,PUNCT,。
5842,ADP,在
5843,NOUN,旅程
5844,PART,的
5845,NUM,第53
5846,NUM,天
5847,PUNCT,，
5848,PRON,他
5849,VERB,遇到
5850,PART,了
5851,NUM,一
5852,NUM,艘
5853,NOUN,船
5854,PUNCT,。
5855,DET,这个
5856,NOUN,数量
5857,ADV,只
5858,VERB,足以
5859,VERB,运行
5860,NUM,一
5861,NUM,间
5862,PROPN,塔吉克
5863,NOUN,发电厂
5864,PUNCT,。
5865,PRON,他
5866,ADV,还
5867,VERB,想出
5868,PART,了
5869,NOUN,主意
5870,PUNCT,，
5871,NOUN,今后
5872,VERB,应该
5873,VERB,有
5874,ADV,一个
5875,ADJ,中立
5876,PART,的
5877,NOUN,组织
5878,PART,来
5879,VERB,照顾
5880,VERB,受伤
5881,PART,的
5882,NOUN,士兵
5883,PUNCT,。
5884,NOUN,安娜
5885,VERB,嫁给
5886,PART,了
5887,NUM,一个
5888,NOUN,波兰伯爵
5889,PUNCT,，
5890,VERB,缓解
5891,NUM,一些
5892,NOUN,压力
5893,PUNCT,。
5894,NUM,许多
5895,NOUN,犹太人
5896,NOUN,兄弟
5897,VERB,说
5898,PUNCT,：
5899,PUNCT,‘
5900,ADV,不
5901,PUNCT,，
5902,ADV,并
5903,ADV,不是
5904,VERB,这样
5905,PUNCT,。
5906,NUM,1.
5907,NUM,00
5908,NOUN,mm
5909,PART,的
5910,NOUN,铅芯
5911,ADV,也
5912,VERB,存在
5913,PUNCT,，
5914,ADV,但
5915,PRON,它们
5916,VERB,是
5917,ADV,非常
5918,VERB,罕见
5919,PART,的
5920,PUNCT,。
5921,ADV,例如
5922,PUNCT,，
5923,NOUN,城市
5924,ADV,不
5925,VERB,会
5926,VERB,遵守
5927,DET,所有
5928,NOUN,生态
5929,NOUN,系统
5930,NOUN,发展
5931,NOUN,政策
5932,PUNCT,。
5933,PROPN,Michalsky
5934,ADV,最
5935,VERB,重要
5936,PART,的
5937,NOUN,灵感
5938,PROPN,泉源
5939,VERB,乃是
5940,VERB,音乐
5941,PUNCT,。
5942,PRON,我们
5943,VERB,确信
5944,ADV,将
5945,VERB,没有
5946,NOUN,凶嫌
5947,VERB,能
5948,VERB,逃过
5949,NOUN,审问
5950,CCONJ,及
5951,VERB,惩处
5952,PUNCT,。
5953,PRON,这
5954,VERB,意味着
5955,PROPN,波兰
5956,DET,这个
5957,NOUN,国家
5958,CCONJ,及其
5959,NOUN,政府
5960,ADV,其实
5961,ADV,已
5962,ADV,不复
5963,VERB,存在
5964,PUNCT,。
5965,PROPN,JPEG
5966,ADV,不
5967,VERB,支持
5968,NOUN,透明度
5969,PUNCT,。
5970,NOUN,换言之
5971,PUNCT,，
5972,NOUN,吸血鬼
5973,VERB,是
5974,ADV,不
5975,VERB,存在
5976,PART,的
5977,PUNCT,。
5978,ADV,然而
5979,NOUN,1869年
5980,PRON,她
5981,PART,的
5982,NOUN,棺材
5983,X,被
5984,VERB,发现
5985,VERB,是
5986,VERB,空
5987,PART,的
5988,PUNCT,。
5989,PRON,她
5990,PART,的
5991,NOUN,爷爷
5992,VERB,是
5993,ADP,给
5994,PROPN,奥地利
5995,NOUN,法院
5996,VERB,做
5997,NOUN,鞋子
5998,PART,的
5999,PUNCT,。
6000,PROPN,肯尼迪
6001,NOUN,总统
6002,ADV,没
6003,VERB,得到
6004,VERB,足够
6005,PART,的
6006,NOUN,保护
6007,PUNCT,。
6008,PRON,我
6009,ADV,只是
6010,VERB,讨厌
6011,VERB,成为
6012,DET,一个
6013,NOUN,东西
6014,PUNCT,。
6015,ADP,从
6016,NOUN,2017年
6017,NUM,6月
6018,PART,起
6019,PUNCT,，
6020,PROPN,保加利亚
6021,ADV,将
6022,VERB,拥有
6023,PRON,其
6024,NUM,第一
6025,NUM,颗
6026,VERB,对
6027,PART,地
6028,VERB,静止
6029,NOUN,通信
6030,NOUN,卫星
6031,PUNCT,。
6032,VERB,毫无疑问
6033,PART,的
6034,PROPN,布尔什维克
6035,ADV,很快
6036,VERB,会
6037,PUNCT,‘
6038,VERB,发现
6039,PUNCT,’
6040,PRON,我们
6041,VERB,枪决
6042,PART,了
6043,NUM,12
6044,PUNCT,","
6045,NUM,000多
6046,PROPN,波兰
6047,NOUN,军官
6048,PUNCT,。
6049,NUM,两
6050,NUM,艘
6051,NOUN,重巡洋舰
6052,VERB,保持
6053,NOUN,接触
6054,PUNCT,。
6055,ADV,此外
6056,PUNCT,，
6057,VERB,不同于
6058,DET,其他
6059,NOUN,知识
6060,NOUN,产权
6061,NOUN,协定
6062,PART,的
6063,VERB,是
6064,PUNCT,，
6065,NOUN,TRIPS
6066,VERB,具备
6067,VERB,有力
6068,PART,的
6069,NOUN,执行
6070,NOUN,机制
6071,PUNCT,。
6072,PRON,我
6073,PART,的
6074,NOUN,人民
6075,PUNCT,，
6076,PRON,他们
6077,PART,中
6078,PART,的
6079,NUM,一些
6080,PUNCT,，
6081,ADV,已经
6082,VERB,逃到
6083,PART,了
6084,NOUN,山丘
6085,PART,里
6086,PUNCT,，
6087,ADV,并且
6088,VERB,没有
6089,NOUN,毛毯
6090,PUNCT,，
6091,VERB,没有
6092,NOUN,食物
6093,PUNCT,。
6094,PRON,他们
6095,ADV,很快
6096,VERB,释放
6097,NUM,一半
6098,PART,的
6099,NOUN,人质
6100,PUNCT,。
6101,SCONJ,如果
6102,PRON,你
6103,VERB,要
6104,VERB,做到
6105,DET,这
6106,NUM,一点
6107,PUNCT,，
6108,PRON,你
6109,VERB,需要
6110,ADV,一个
6111,ADJ,不同
6112,PART,的
6113,NOUN,超人
6114,PUNCT,。
6115,VERB,说到
6116,NOUN,繁荣
6117,CCONJ,与
6118,NOUN,强大
6119,PUNCT,，
6120,ADP,对
6121,PROPN,中国
6122,PART,而言
6123,PUNCT,，
6124,PRON,这不
6125,VERB,是
6126,NUM,第一
6127,NUM,次
6128,PUNCT,，
6129,ADV,也
6130,ADV,不是
6131,ADJ,最后
6132,NUM,一
6133,NUM,次
6134,PUNCT,。
6135,NOUN,战略
6136,NOUN,制定者
6137,VERB,应该
6138,VERB,问
6139,PRON,自己
6140,PUNCT,“
6141,ADV,为什么
6142,NOUN,客户
6143,VERB,选择
6144,PRON,我们
6145,PUNCT,？
6146,PUNCT,”
6147,PUNCT,。
6148,PRON,他们
6149,ADV,通常
6150,ADV,不
6151,VERB,喜欢
6152,NOUN,理论
6153,CCONJ,和
6154,ADJ,书面
6155,PART,的
6156,NOUN,解释
6157,PUNCT,。
6158,ADV,后来
6159,PUNCT,，
6160,PRON,她
6161,ADP,与
6162,PROPN,Management
6163,NUM,360
6164,VERB,签约
6165,PUNCT,。
6166,PRON,你
6167,VERB,是
6168,DET,这些
6169,NOUN,人
6170,PART,的
6171,NOUN,酋长
6172,PUNCT,。
6173,ADJ,自由
6174,NOUN,文化
6175,PUNCT,，
6176,ADP,有如
6177,NOUN,自由
6178,NOUN,市场
6179,PUNCT,，
6180,VERB,充满
6181,PART,了
6182,NOUN,财产
6183,PUNCT,。
6184,PRON,你
6185,VERB,是否
6186,VERB,见
6187,PART,过
6188,PROPN,堪萨斯州
6189,PART,的
6190,NOUN,日落
6191,PUNCT,，
6192,CCONJ,或者
6193,PROPN,亚利桑那
6194,PART,的
6195,NOUN,雨
6196,PUNCT,。
6197,ADV,后来
6198,PROPN,波兰
6199,NOUN,历史学家
6200,ADV,又
6201,ADV,进一步
6202,VERB,确定
6203,PART,了
6204,NUM,480
6205,NUM,名
6206,NOUN,受害者
6207,PART,的
6208,NOUN,姓名
6209,PUNCT,。
6210,NOUN,鸟
6211,ADV,每天
6212,ADP,在
6213,NOUN,笼子
6214,PART,里
6215,VERB,花费
6216,PART,的
6217,NOUN,时间
6218,ADV,也
6219,VERB,是
6220,DET,一个
6221,NOUN,因素
6222,PUNCT,。
6223,DET,某些
6224,NOUN,优先权
6225,ADV,也
6226,VERB,建立
6227,ADP,在
6228,ADJ,双边
6229,NOUN,协定
6230,PART,的
6231,NOUN,基础
6232,PART,上
6233,PUNCT,。
6234,PROPN,弗雷德·穆雷
6235,ADV,几乎
6236,DET,每个
6237,NOUN,周末
6238,ADV,都
6239,VERB,回来
6240,VERB,继续
6241,VERB,搜寻
6242,PUNCT,。
6243,ADP,当
6244,DET,这种
6245,NOUN,情况
6246,ADV,没有
6247,VERB,发生
6248,PART,时
6249,PUNCT,，
6250,NOUN,政府
6251,VERB,逮捕
6252,PART,了
6253,NUM,60
6254,NUM,名
6255,NOUN,组织
6256,NOUN,领导人
6257,PUNCT,。
6258,ADV,格林
6259,VERB,否认
6260,PRON,他
6261,VERB,下载
6262,CCONJ,或
6263,VERB,观看
6264,PART,过
6265,DET,这种
6266,NOUN,图像
6267,PUNCT,。
6268,PRON,他
6269,ADV,总是
6270,ADV,一个
6271,ADV,很
6272,ADJ,贴心
6273,PART,的
6274,NOUN,人
6275,PUNCT,，
6276,PROPN,约翰
6277,PUNCT,。
6278,SCONJ,虽然
6279,VERB,没有
6280,NOUN,政府
6281,ADV,正式
6282,VERB,赞助
6283,PUNCT,，
6284,ADV,但
6285,ADV,也
6286,VERB,有
6287,ADJ,活跃
6288,PART,的
6289,NOUN,业务
6290,VERB,帮助
6291,PROPN,LGBT
6292,NOUN,游客
6293,VERB,访问
6294,PROPN,柬埔寨
6295,PUNCT,。
6296,ADV,这项
6297,ADJ,新
6298,NOUN,技术
6299,NOUN,传播
6300,ADV,非常
6301,VERB,快(
6302,NUM,十
6303,NUM,年
6304,PART,之内
6305,VERB,传播
6306,PART,了
6307,DET,整个
6308,PROPN,欧洲
6309,PROPN,)
6310,PUNCT,。
6311,ADP,当
6312,PRON,我
6313,VERB,回到
6314,PROPN,捷克斯洛伐克
6315,PART,时
6316,PUNCT,，
6317,PRON,我
6318,ADV,已经
6319,VERB,开始
6320,VERB,了解
6321,NOUN,市场
6322,PART,的
6323,NOUN,原则
6324,PUNCT,。
6325,ADP,在
6326,PROPN,美国
6327,NOUN,革命
6328,VERB,结束
6329,PART,时
6330,PUNCT,，
6331,NOUN,社区
6332,PART,里
6333,VERB,只有
6334,NUM,十
6335,NUM,座
6336,NOUN,房屋
6337,PUNCT,。
6338,DET,这
6339,DET,整个
6340,NOUN,过程
6341,ADV,也
6342,VERB,反映
6343,ADP,在
6344,NOUN,阅读
6345,PART,中
6346,PUNCT,。
6347,NOUN,2010年
6348,PUNCT,，
6349,ADP,由于
6350,PRON,她
6351,PART,的
6352,NOUN,评论
6353,VERB,引起
6354,PART,了
6355,NOUN,争议
6356,PUNCT,。
6357,PRON,我
6358,VERB,认为
6359,NOUN,红色
6360,CCONJ,和
6361,NOUN,黑色
6362,VERB,是
6363,ADV,一个
6364,ADV,很
6365,ADJ,好的
6366,NOUN,组合
6367,PUNCT,。
6368,PRON,那儿
6369,VERB,有
6370,NUM,400
6371,NUM,名
6372,NOUN,白人
6373,CCONJ,和
6374,NUM,400
6375,NUM,名
6376,NOUN,黑人
6377,PUNCT,，
6378,PRON,我们
6379,ADV,就
6380,VERB,叫
6381,PRON,他们
6382,NOUN,黑鬼
6383,PUNCT,，
6384,PRON,他们
6385,ADV,不
6386,VERB,介意
6387,PUNCT,。
6388,ADV,那时候
6389,PRON,她
6390,VERB,说
6391,PUNCT,：
6392,PUNCT,“
6393,PROPN,吉姆
6394,ADV,从未
6395,VERB,觉得
6396,PRON,他
6397,VERB,活
6398,ADP,在
6399,PROPN,约翰·列侬
6400,PART,的
6401,NOUN,阴影
6402,PART,下
6403,PUNCT,。
6404,PUNCT,（
6405,PROPN,爱尔兰
6406,NOUN,代表团
6407,PART,的
6408,NOUN,团长
6409,PROPN,亚瑟·格里菲斯
6410,ADV,也
6411,ADP,在
6412,NOUN,1922年
6413,NOUN,8月
6414,VERB,去世
6415,PUNCT,）
6416,PUNCT,。
6417,NUM,五
6418,PART,年后
6419,PUNCT,，
6420,PROPN,德国
6421,NOUN,法院
6422,VERB,结束
6423,PART,了
6424,NOUN,司法
6425,NOUN,程序
6426,PUNCT,。
6427,PRON,我们
6428,ADV,已经
6429,VERB,建立
6430,VERB,起
6431,NUM,一
6432,NUM,种
6433,ADJ,新
6434,PART,的
6435,NOUN,教会
6436,PUNCT,，
6437,ADP,由
6438,PRON,我们
6439,PRON,自己
6440,PART,的
6441,NOUN,殉道者
6442,CCONJ,和
6443,NOUN,先知
6444,PUNCT,。
6445,ADP,对于
6446,NOUN,孩子们
6447,PART,来说
6448,PUNCT,，
6449,NOUN,想象力
6450,VERB,是
6451,NOUN,主题
6452,PUNCT,。
6453,PROPN,Arthur
6454,NOUN,T
6455,PUNCT,.
6456,PROPN,White
6457,VERB,引入
6458,PART,了
6459,ADJ,如下
6460,NOUN,概念
6461,PUNCT,。
6462,ADV,彼得
6463,VERB,认为
6464,NUM,一
6465,NUM,辆
6466,NOUN,车
6467,VERB,应该
6468,VERB,看
6469,VERB,起来
6470,VERB,活跃
6471,PART,的
6472,PUNCT,，
6473,ADP,因为
6474,PRON,它
6475,ADV,不
6476,VERB,想
6477,ADV,看起来
6478,VERB,像
6479,NUM,一
6480,NUM,件
6481,NOUN,家具
6482,PUNCT,。
6483,PROPN,TSA
6484,ADV,将
6485,VERB,继续
6486,VERB,使用
6487,DET,其他
6488,NOUN,全身扫
6489,VERB,描仪
6490,PUNCT,。
6491,ADV,然而
6492,PUNCT,，
6493,ADP,在
6494,NUM,第一
6495,NUM,年
6496,PART,之后
6497,PUNCT,，
6498,NUM,大部分
6499,PART,的
6500,NOUN,材料
6501,ADV,都
6502,X,被
6503,ADV,重复
6504,VERB,使用
6505,PUNCT,，
6506,VERB,包括
6507,NOUN,字典
6508,PUNCT,。
6509,NOUN,国际
6510,NOUN,盟友
6511,PART,的
6512,NOUN,使用
6513,ADV,正在
6514,VERB,考量
6515,PUNCT,。
6516,PROPN,印尼
6517,PART,的
6518,NOUN,经济
6519,NOUN,潜力
6520,ADV,难道
6521,ADV,不
6522,ADP,比
6523,PROPN,俄罗斯
6524,ADV,更
6525,VERB,令
6526,NOUN,人
6527,VERB,期待
6528,PART,吗
6529,PUNCT,?
6530,NOUN,2008年
6531,NOUN,11月
6532,NOUN,15日
6533,NOUN,U
6534,PROPN,NESCO
6535,NOUN,专家
6536,VERB,检测
6537,PART,了
6538,DET,这些
6539,NOUN,石头
6540,PART,以
6541,VERB,确定
6542,PRON,其
6543,NOUN,状况
6544,PUNCT,。
6545,NOUN,其中
6546,VERB,有
6547,NUM,五
6548,NUM,个
6549,NOUN,孩子
6550,PUNCT,，
6551,NUM,四十
6552,NUM,名
6553,NOUN,妇女
6554,PUNCT,，
6555,NOUN,其中
6556,ADV,只有
6557,NUM,两
6558,NOUN,人
6559,VERB,幸存
6560,VERB,下来
6561,PUNCT,。
6562,NOUN,希安
6563,VERB,可以
6564,VERB,得到
6565,PRON,他
6566,PRON,自己
6567,PART,的
6568,NOUN,帽子
6569,PUNCT,。
6570,NOUN,北
6571,PROPN,也门
6572,PUNCT,（
6573,ADV,后来
6574,VERB,演变
6575,VERB,成为
6576,PROPN,也门
6577,PUNCT,）
6578,ADP,于
6579,NOUN,1945年
6580,NOUN,5月
6581,NOUN,5日
6582,VERB,加入
6583,PUNCT,。
6584,ADV,因此
6585,PUNCT,，
6586,ADJ,主观
6587,NOUN,条件
6588,PUNCT,——
6589,VERB,即
6590,NOUN,阶级
6591,NOUN,意识
6592,PUNCT,——
6593,VERB,必须
6594,ADV,尽早
6595,ADV,提前
6596,VERB,建立
6597,PUNCT,。
6598,ADP,对于
6599,NOUN,100％
6600,CCONJ,或
6601,NUM,0％
6602,PART,的
6603,NOUN,水平
6604,PUNCT,，
6605,PRON,它们
6606,VERB,是
6607,VERB,相同
6608,PART,的
6609,PUNCT,。
6610,NUM,两
6611,NOUN,国
6612,PART,之间
6613,PART,的
6614,NOUN,边界
6615,ADV,将
6616,ADV,不
6617,VERB,会
6618,ADP,在
6619,NOUN,1992年
6620,NOUN,4月
6621,PART,之前
6622,ADV,重新
6623,VERB,开放
6624,PUNCT,。
6625,PRON,他们
6626,VERB,达到
6627,PRON,他们
6628,PART,的
6629,NUM,第一
6630,NUM,个
6631,ADJ,重要
6632,NOUN,奖项
6633,PUNCT,，
6634,PROPN,荷兰
6635,NOUN,银竖
6636,NOUN,琴(
6637,PROPN,Dutch
6638,NOUN,Silver
6639,NOUN,Harp)
6640,PUNCT,。
6641,ADP,根据
6642,PROPN,乌克兰
6643,ADP,在
6644,NOUN,2005年
6645,VERB,颁布
6646,PART,的
6647,NOUN,民事
6648,CCONJ,和
6649,NOUN,行政
6650,NOUN,程序
6651,PUNCT,，
6652,DET,所有
6653,NOUN,法律
6654,CCONJ,和
6655,NOUN,法庭
6656,NOUN,程序
6657,ADV,将
6658,ADP,以
6659,PROPN,乌克兰语
6660,VERB,进行
6661,PUNCT,。
6662,NOUN,3月
6663,NOUN,18日
6664,PUNCT,：
6665,PROPN,欧盟
6666,CCONJ,和
6667,PROPN,土耳其
6668,ADV,就
6669,VERB,解决
6670,ADJ,非法
6671,PUNCT,（
6672,CCONJ,或
6673,PUNCT,“
6674,ADV,不
6675,VERB,合法
6676,PUNCT,”
6677,PUNCT,）
6678,NOUN,移民
6679,NOUN,问题
6680,VERB,达成
6681,NOUN,协议
6682,PUNCT,。
6683,PUNCT,“
6684,INTJ,哦
6685,PUNCT,，
6686,NOUN,现在
6687,PRON,一切
6688,VERB,是
6689,ADV,多么
6690,PART,的
6691,VERB,复杂
6692,PUNCT,”
6693,PRON,她
6694,ADP,在
6695,NOUN,1918年
6696,NOUN,5月
6697,NOUN,2日
6698,VERB,写道
6699,PUNCT,。
6700,NOUN,今天
6701,PUNCT,，
6702,PRON,他们
6703,ADV,仍然
6704,VERB,是
