translation
"{'en': 'In 1835 he met and befriended Taras Shevchenko.', 'fr': 'En juillet 1835 il rencontre et se lie avec Taras Chevtchenko.'}"
"{'en': 'On 28 February 2013 Internet service providers (ISPs) in the United Kingdom were ordered by the High Court in London to block access to KickassTorrents along with two other torrent sites.', 'fr': ""Le 28 février 2013 les fournisseurs d'accès à Internet (FAI) du Royaume-Uni ont été instruits par la Haute Cour de justice de Londres pour bloquer l'accès à KickassTorrents ainsi que deux autres sites de torrent.""}"
"{'en': ""In 1992 Doug E. Fresh was signed to M.C. Hammer's Bust It Records label."", 'fr': 'En 1992 Doug E. Fresh est signé au label de M.C. Hammer Bust It Records.'}"
"{'en': ""Into the peoples' unstable and fleeting lives where a simple call to certain death could come at any moment enters an unlikely character: a mysterious man who lost everything in his final battle five hundred years ago and had awakened from a long icy slumber."", 'fr': ""Dans la vie instable et éphémère de ces êtres où un simple appel vers une mort certaine peut arriver à tout moment entre en scène un personnage peu probable: un homme mystérieux qui a tout perdu dans sa bataille finale il y a cinq cents ans et qui avait été réveillé d'un long sommeil glaciale.""}"
"{'en': 'General Discussion.', 'fr': 'Discussion générale.'}"
"{'en': 'In France the first modern land consolidation took place in Rouvres-en-Plaine in 1707.', 'fr': 'Le premier remembrement rural français moderne a lieu à Rouvres-en-Plaine en 1707.'}"
"{'en': 'Georg Wilhelm Friedrich Hegel (1770–1831) was a German philosopher.', 'fr': 'Georg Wilhelm Friedrich Hegel (1770-1831) philosophe allemand.'}"
"{'en': 'Her duty is battle control information gathering and data mining trajectory calculating and sending it to Chiester 410.', 'fr': ""Sa mission dans les batailles est l'extraction des données le calcul de la trajectoire et le partage des informations avec Siesta 410.""}"
"{'en': 'It lies around 200m north of the Layer Pyramid and has a south-north-orientation.', 'fr': 'Il se trouve à environ deux-cents mètres au nord de la Pyramide à tranches et est orienté sud-nord.'}"
"{'en': 'On June 5 1872 the 10th left Fort Sill to elements of the 3rd Infantry and proceeded back to Fort Gibson.', 'fr': ""Le 5 juin 1872 le 10e régiment quitte Fort Sill laissé sous la garde d'éléments du 3e d'infanterie et retourne à Fort Gibson.""}"
"{'en': 'In 1961 she died of heart disease at the Shelby County Hospital in Memphis.', 'fr': ""En 1961 elle meurt d'une maladie cardio-vasculaire à l'hôpital du comté de Shelby à Memphis.""}"
"{'en': 'In recent times manzai has often been associated with the Osaka region and manzai comedians often speak in the Kansai dialect during their acts.', 'fr': ""Le manzai a souvent été associé à la région d'Ōsaka et les comédiens de manzai parlent souvent le Kansai-ben mais ce n'est pas toujours le cas.""}"
"{'en': 'As an example the sentence ""Tôi đọc sách này rồi.""', 'fr': ""Exemple : « Ce livre je l'ai lu ».""}"
"{'en': 'Though acoustic propagation modelling generally predicts a constant received sound level in practice there are both temporal and spatial fluctuations.', 'fr': 'Bien que les modélisations de propagation acoustique sont basées en général sur un niveau sonore reçu constant en pratique il existe des fluctuations à la fois temporelles et spatiales.'}"
"{'en': 'He was wounded twice cited three times and made a knight of the Legion of Honour.', 'fr': ""Il fut trois fois blessé cinq fois cité et fait lui aussi chevalier de la Légion d'honneur.""}"
"{'en': 'The name ""Miles Prower"" is a pun on ""miles per hour"" a reference to the famed speed of Sonic the Hedgehog.', 'fr': ""Le nom « Miles Prower » (pour Miles per hour) est un clin d'œil à la part prépondérante que prend la vitesse dans les jeux Sonic.""}"
"{'en': ""In 1982 she created the first online magazine of contemporary art Art-Accès-Revue on France's precursor to the Internet the Minitel."", 'fr': ""En 1982 avec Frédéric Develay elle crée le premier magazine en ligne d'art contemporain Art-Accès-Revue sur minitel.""}"
"{'en': 'Suddenly a dense fog arose in the four directions turning everything completely white.', 'fr': ""La voûte d'ogives sans formerets retombe sur quatre culots dans les angles qui sont tous sculptés d'un motif différent.""}"
"{'en': 'In 1856 MacNab was eased out as premier by Macdonald who became the leader of the Canada West Conservatives.', 'fr': 'En 1856 MacNab fut évincé du poste de premier par Macdonald qui devint ensuite le leader des conservateurs du Canada-Ouest.'}"
"{'en': 'The bridge was originally built in the 1970s to carry rail traffic on a Milwaukee Road line.', 'fr': ""Le pont a été construit à l'origine dans les années 1970 pour transporter du trafic ferroviaire sur une ligne de la voie de Milwaukee.""}"
"{'en': 'Peter’s grammar texts provide insight into the transformation Latin education underwent in this period.', 'fr': 'Les textes de grammaires de Pierre permettent aussi de constater les transformations survenues dans l’éducation du latin à cette période.'}"
"{'en': 'Most of his possessions were given to Colonel Key including the copyright on Cavalry: Its History and Tactics his house in London and his interests in the Adelphi Estate in Tobago.', 'fr': ""La plupart de ses biens furent attribués au colonel Key notamment les droits d'auteur de son livre Cavalry: Its History and Tactics sa maison à Londres et ses intérêts dans le territoire d'Adelphi à Tobago.""}"
"{'en': 'Clarke is currently Chairman of Good Harbor Consulting and Good Harbour International two strategic planning and corporate risk management firms; an on-air consultant for ABC News and a contributor to the Good Harbor Report an online community discussing homeland security defense and politics.', 'fr': 'Il est actuellement président de Good Harbor Consulting une entreprise de management des risques des entreprises et de planning stratégique consultant pour ABC News et contributeur à GoodHarborReport.com un site discutant de sécurité nationale de défense et de politique.'}"
"{'en': 'Iran and weapons of mass destruction: As of 2007 Iran is not known to possess weapons of mass destruction and has signed treaties repudiating their possessions including the Biological Weapons Convention the Chemical Weapons Convention and the Nuclear Non-Proliferation Treaty (NPT).', 'fr': 'En 2008 l’Iran affirme ne pas avoir d’armes de destruction massive et a signé des traités pour interdire leur possession dont la convention des armes biologiques la convention des armes chimiques et le traité de non prolifération nucléaire (TNP).'}"
"{'en': 'This aircraft had a starring role in the 1960 British movie Cone of Silence masquerading as the ""Atlas Phoenix"".', 'fr': ""Cet avion eut un rôle de premier plan dans le film britannique des années 1960 Cone of Silence (en) jouant le rôle d'un avion ficitf désigné « Atlas Phoenix ».""}"
"{'en': 'Club Dogo an Italian rap group mentioned the brand in the single ""Spacco tutto"".', 'fr': 'Club Dogo un groupe de rap italien a mentionné la marque dans le single ""Spacco tutto"".'}"
"{'en': 'They are rescued by a train.', 'fr': 'Elle est desservie par un train local.'}"
"{'en': 'An addition to this list is Marine Lake which was once a Victorian swimming pool is now used for boating activities as well as a small festival once a year where people can try out new sports.', 'fr': ""Le Marine Lake une ancienne piscine victorienne est aujourd'hui utilisé pour des activités nautiques ; un petit festival s'y tient chaque année où les habitants peuvent essayer de nouveaux sports.""}"
"{'en': 'At his trial Griffin claimed to have been manipulated into killing Gunn by John Burt a pro-life leader and former member of the Ku Klux Klan.', 'fr': 'Lors de son procès Griffin a affirmé avoir été manipulé pour tuer Gunn par John Burt dirigeant de la vie et ancien membre du Ku Klux Klan .'}"
"{'en': 'In early 2007 the roof of the stand needed to be repaired due to storm damage.', 'fr': 'Début 2007 le revêtement du toit de la grange a été détruit par une tempête.'}"
"{'en': 'Both women and men weave baskets while only women create ceramics.', 'fr': ""Autant d'hommes que de femmes tressent des paniers tandis que seules les femmes créent la céramique.""}"
"{'en': 'A Bundesliga title-winner with 1.', 'fr': 'Avec un titre en Bundesliga avec le 1.'}"
"{'en': 'She brought back the saviour of France from Egypt in 1799"".', 'fr': ""Elle ramena d'Égypte en 1799 le sauveur de la France ».""}"
"{'en': 'Throughout his childhood he played several different sports.', 'fr': 'Dans sa jeunesse elle pratiqua différents sports.'}"
"{'en': 'One report reveals that the oxygen containing groups in actuality combine with carbon contaminations absorbed to the nanotube wall that can be removed by a simple base wash.', 'fr': 'Un rapport révèle en fait que les composés oxygénés se combinent avec des impuretés absorbées sur les parois du nanotube qui peuvent être retirées par simple lavage.'}"
"{'en': 'The Shin Bet general security service alleged that he had once planted a bomb that injured an Israeli soldier.', 'fr': ""Le Shin Bet service de sécurité générale israélien l'accuse d'avoir lancé une bombe qui a blessé un soldat israélien.""}"
"{'en': 'Faber was later driven to RAF Fairwood Common for interrogation under the escort of Group Captain David Atcherley (twin brother of Richard Atcherley).', 'fr': 'Faber fut appréhendé et plus tard emmené sur la base aérienne de la RAF de Fairwood Common (en) par le capitaine David Atcherley (en) (frère jumeau de Richard Atcherley (en)) pour interrogatoire.'}"
"{'en': 'He was Proprietor (Inhaber) of one Austrian infantry regiment from 1785 to 1809 then a second infantry regiment from 1809 until his death in 1834.', 'fr': ""Il était Titulaire (Inhaber) d'un régiment d'infanterie autrichien de 1785 à 1809 puis d'un deuxième régiment d'infanterie de 1809 jusqu'à sa mort en 1834.""}"
"{'en': 'It was actually the fourth symphony composed by Bruckner after the Study Symphony in F minor (1863) the Symphony No. 1 in C minor (1866) and the Symphony ""No. 0"" in D minor (1869).', 'fr': ""C'était la quatrième symphonie du compositeur après la Symphonie d'études en fa mineur (1863) la Symphonie no 1 en ut mineur (1866) et la Symphonie en ré mineur « Die Nullte » (1869).""}"
"{'en': ""Elizabeth's unmarried status inspired a cult of virginity."", 'fr': ""Le célibat d'Élisabeth Ire inspira un culte de la virginité.""}"
"{'en': '161–252.', 'fr': '161–252.'}"
"{'en': 'He became centrally involved in politics with a promotion to dainagon in 701 making udaijin in 704 and sadaijin in 708.', 'fr': 'Il est au centre de la vie politique avec une promotion comme dainagon en 701 udaijin en 704 et sadaijin en 708.'}"
"{'en': 'To them the mountain is a symbol of the everlasting love and loyalty that should be taken as a good example by women.', 'fr': ""Pour eux le sommet est le symbole d'un amour sans fin et d'une loyauté exemplaire.""}"
"{'en': 'The Farm Animal Welfare Council terms of reference were to keep under review the welfare of farm animals on agricultural land at market in transit and at the place of slaughter and advise Government of any changes that may be necessary.', 'fr': ""Son but est d'examiner le bien-être des animaux de ferme sur les terres agricoles leur transport sur les lieux d'abattage et de conseiller le gouvernement sur les changements qui pourraient être nécessaires.""}"
"{'en': 'Lori ""Lorax"" Black (daughter of Shirley Temple) replaced Lukin on bass.', 'fr': 'Lori « Lorax » Black remplace Lukin à la basse.'}"
