EN,FR
Depopulation by spontaneous emission is very important as well as reactions (11) and (17).,La dépopulation par émission spontanée est très importante ainsi que les réactions (11) et (17).
Help arrives in the form of the original Batman.,L’aide arrive sous la forme du Batman original.
Tacko played with ISTI all-stars summer travel team.,Tacko a joué avec l'ISTI all-stars summer travel team.
Coubertin also sought to give an international dimension to his congress.,Coubertin chercha aussi à donner une dimension internationale à son congrès.
"But they're normal people, another minority.","Mais ce sont des gens normaux, juste une autre minorité."
"The aim was to establish a ""union of states"" between the two, and eventually to create a ""Great Arab Maghreb"".","Le but était de créer une « union d'états » entre les deux, et, finalement, de créer un « Grand Maghreb arabe »."
The Queen and the court were strongly impressed by the tact of this girl of 15 years.,La reine et la cour furent fortement impressionnées par le tact de cette jeune fille de 15 ans.
Only Captain William Dodson (commanding the battery) and one other man remained.,Seul le capitaine William Dodson (commandant de la batterie) et un autre homme sont restés.
"(Previously, all efforts had been concentrated on building up forces to mount a decisive attack in 1919.)","(Auparavant, tous les efforts avaient été concentrés sur la constitution de forces pour lancer une attaque décisive en 1919.)"
Marius Vallois is 12 years old and needs a father.,Marius Vallois a douze ans et a besoin d'un père.
"However, Chicago would have continued to provide fire and police services.",Toutefois Chicago aurait continué de fournir des services d'incendie et de police.
Steel learned that the three Black Ops agents were not truly killed.,Steel a appris que les trois agents de Black Ops n'étaient pas vraiment tués.
June 1999: Lord of Imprisonment was aired.,Juin 1999 : Lord of Imprisonment est diffusé.
About 80 (mostly developed) Members have done so since 1998.,Environ 80 membres (la plupart développés) l'ont fait depuis 1998.
"Take the Somalian example: from a religious point of view, Somalis are more or less all on the same wavelength.","Prenez la Somalie : d'un point de vue religieux, les Somaliens sont plus ou moins sur la même longueur d'onde."
"He had a very slick line, which was okay on Iron Man, of course.","He had a very slick line, which was okay on Iron Man, of course."
"Within the States-General, a committee of 80 members, formed on its own initiative to facilitate discussions, supported their claims.","Au sein des états généraux, un comité de 80 membres, constitué sur leur initiative (pour faciliter les discussions), appuie leurs revendications."
Made with Code is an initiative launched by Google on 19 July 2014.,Made with Code est une initiative lancée par Google le 19 juillet 2014.
Martin: Der Sturm – review.,Martin: Der Sturm – review.
There were 23 industry groups I. Textil-Industrie (textile industry) II.,Il y a 23 sections : I. Textil-Industrie (industrie textile) II.
This hill and Hill 209 dominated the rear areas of the regiment.,Cette colline et la colline 209 dominent les zones arrière du régiment.
Max Reger was also one of his admirers.,Max Reger a été aussi l'un de ses admirateurs.
"The first load of reactor ""A"" required 150 tons.","Le premier chargement du réacteur ""A"" requerra 150 tonnes."
There are no records of Antonio's life or activity after 1421.,Il n'y a pas de documents sur la vie ou l'activité d'Antonio après 1421.
"The intervention of John Pierpont Morgan, one of the richest men in the world, would change that.","L'intervention de John Pierpont Morgan, l'un des hommes les plus riches au monde, va changer cet état de fait."
"Watchman Nee.""",Watchman Nee ».
The Exodusters were not only fleeing extremist groups like the KKK.,Le Exodusters ne fuyaient pas seulement les groupes extrémistes comme le KKK.
"In reality, the diplomats never appeared to be in imminent danger.","En réalité, les diplomates n'ont jamais paru être en situation de danger imminent."
"There is not now and there can be no Dreyfus affair.""",Il n'y a pas en ce moment et il ne peut pas y avoir d'affaire Dreyfus ».
The first executions of Christians started 40 days later.,Les premières exécutions de chrétiens commencent 40 jours plus tard.
USB 3.0 ports are now included for the first time.,Les USB 3.0 sont introduits pour la première fois.
Those Men who fought against Morgoth in the First Age were divided into three Houses.,Ces Hommes qui se sont battus contre Morgoth dans le Premier Âge ont été divisés dans trois Maisons.
Why was he in such a hurry to leave Göteborg to return to his home town Fjällbacka?,Pourquoi était-il si pressé de quitter Göteborg pour revenir dans sa ville natale de Fjällbacka ?
Only the small Marlux team in Belgium offered him a place for 2003.,Seule la petite équipe Marlux en Belgique lui offre une place pour 2003.
"On 20 August she had some ""excellent curry"" made by one of the servants.","Le 20 août, elle mange un « excellent curry » fait par l'un des serviteurs."
These are also provided to us by the structure of C as a category.,Elles sont aussi fournies par la structure de C en tant que catégorie.
Japs always carry money belts.',Les Japonais portent toujours des ceintures d'argent ».
The 6 June 2000 law on parity attempted to address this question.,La loi du 6 juin 2000 sur la parité a tenté de répondre à cette question.
The 401 kept the original nose.,Le 401 a conservé le nez d'origine.
I wanted to give some other producers a chance.,J'ai voulu donner leur chance à d'autres producteurs.
"Entertainment Weekly remarked, ""We love it too, Kelly.","Entertainment Weekly remarqua ""On aime aussi, Kelly."
"However, this ""Histoire généalogique de Bretagne"" was unfinished at his death.",Mais cette « Histoire généalogique de Bretagne » restera inachevée à sa mort.
"""Three sentenced to prison in Araujo slaying"".","""Three sentenced to prison in Araujo slaying."""
(1993) Varieties of English.,(1993) Varieties of English.
It frequently coordinates anti-war coalitions and invests heavily in the young.,Il coordonne fréquemment les coalitions anti-guerre et s'investit fortement auprès des jeunes.
Streetstyle: From Sidewalk to Catwalk.,Streetstyle: From Sidewalk to Catwalk.
Court Martial: A Black Man in America.,Court Martial: A Black Man in America.
Din Bucovina de altădată.,Din Bucovina de altădată.
"But despite glowing reviews across the board, Saga was destined to fail.","But despite glowing reviews across the board, Saga was destined to fail."
"The future of the stadium was for a time threatened by the financial collapse of its largest donor, SemGroup.","L'avenir du nouveau stade a été menacé par l'effondrement financier de son plus grand donateur, SemGroup (en)."
The logo has existed since 1993 and the acquisition of the new professional status of the team.,Le logo existe depuis 1993 et l'acquisition du nouveau statut professionnel de l'équipe.
"The notes triumph over this objection: ""Verriest 75"".",Les notes triomphent de cette objection : « Verriest 75».
"Since the creation of EIOPA in January 2011, its responsibilities were, however, extended to the production of Level 3 binding measures.","Depuis la création d’EIOPA en janvier 2011, ses responsabilités ont toutefois été étendues à la production de mesures de niveau 3 contraignantes."
Students from over 30 countries can be seen in Nilai.,Des étudiants de plus de 30 pays peuvent être vues à Nilai.
It would be an entirely British operation with no American involvement (in contrast to the other Bodyguard components).,Ce serait une opération entièrement britannique sans participation américaine (à la différence des autres composantes de Bodyguard).
